,x,y
0,0.0221490602007796,-1.0922537676321027
1,0.051816967051631,-2.548593387526109
2,0.0815807686360877,-4.004932278736724
3,0.1113759764744755,-5.4612682552138
4,0.141137883482121,-6.917599130907171
5,0.1708017825743509,-8.373922719766684
6,0.2003031852715055,-9.830236690005506
7,0.2295773844889114,-11.286538928441804
8,0.2585597460102163,-12.742827176157094
9,0.2871856356190967,-14.19909917423288
10,0.3153904190992077,-15.655352663750666
11,0.3431094622342112,-17.111585531528615
12,0.3702898626102847,-18.567795081438216
13,0.402443891437488,-20.023739536331995
14,0.4595317168933975,-21.478557446711022
15,0.5638277327211755,-22.9312877520575
16,0.7370527518956659,-24.37941999237
17,0.99832079544662,-25.813147255166413
18,1.3659792366133907,-27.22051716547123
19,1.8567434893240544,-28.58907135056572
20,2.4767927886918635,-29.90317904174186
21,3.2177626509972987,-31.15451473984129
22,4.05202446271355,-32.350685607940456
23,4.965535547704056,-33.48905162613189
24,5.955192662032854,-34.558608217920266
25,7.018062272124612,-35.54851060707679
26,8.150400111268706,-36.454000345354245
27,9.347738694493932,-37.27574738425768
28,10.6055605491488,-38.01444747068408
29,11.91795299250265,-38.66161326489501
30,13.276898685601036,-39.19489954512219
31,14.674201324849928,-39.59094639798234
32,16.101083845996644,-39.8438296275473
33,17.54761888519538,-39.98216761798707
34,19.003743980700545,-40.038643640872095
35,20.46125051416888,-40.04330167654874
36,21.918466375834548,-40.01688019991919
37,23.375159625775783,-39.97806804525744
38,24.831179790873364,-39.9427363739206
39,26.286765952146244,-39.91331184732066
40,27.74227319700842,-39.88821511708685
41,29.198056540005563,-39.86586625190162
42,30.654471141419982,-39.84468546618416
43,32.11187216153403,-39.82309268288025
44,33.57036934006564,-39.79790107806958
45,35.02692166264002,-39.74528022750651
46,36.476303449222826,-39.627086106325926
47,37.91306873879213,-39.40595328786067
48,39.32837051349022,-39.0650816851732
49,40.71028882475223,-38.60625358495733
50,42.0469067844836,-38.03201114494178
51,43.32986690432528,-37.34776600516102
52,44.5549930269238,-36.56230098646645
53,45.71834829454961,-35.684591646465115
54,46.81599563086819,-34.72361339702735
55,47.843998105281656,-33.68834186862853
56,48.79841448796018,-32.58774737235528
57,49.6729417404832,-31.42789867491956
58,50.45497043406608,-30.20711710840504
59,51.13085028857559,-28.92244531128965
60,51.69170207834837,-27.575105868558413
61,52.15133151168383,-26.18639418782541
62,52.50569133531945,-24.77363515380277
63,52.71952842998742,-23.33936225288693
64,52.800751415081,-21.889643231633084
65,52.79230925371252,-20.43218668584502
66,52.76640572523373,-18.97371974767394
67,52.75060699500524,-17.516651152920584
68,52.73835826449666,-16.060414568857354
69,52.72261294676036,-14.60439819291338
70,52.7005584696631,-13.148312300574378
71,52.6732553590048,-11.692161191072335
72,52.64190710826583,-10.235960239626683
73,52.6077168465848,-8.77972474858854
74,52.57188792170536,-7.323469947440665
75,52.535621058110905,-5.867211138534168
76,52.499741125394415,-4.410958814909812
77,52.464307219778505,-2.9547134866459484
78,52.429284801670654,-1.498474570795889
79,52.39463955008341,-0.0422414844129196
80,52.36033714402929,1.4139862825813303
81,52.326343116784095,2.870209458870253
82,52.29262314736037,4.326428554532218
83,52.25914284190233,5.782644152513918
84,52.22586780655411,7.238856835762087
85,52.19276372032823,8.69506733296009
86,52.15979618936892,10.15127600844963
87,52.12693074695197,11.607483663782428
88,52.09413314495825,13.063690809036864
89,52.061368916663625,14.519898027159629
90,52.02860374108057,15.97610590109745
91,51.99580322435332,17.432315013797027
92,51.96293304549436,18.8885260210734
93,51.9299586649112,20.34473950587328
94,51.89684590735304,21.800955978275056
95,51.8635602332274,23.257176166962083
96,51.83006732154677,24.71340050914443
97,51.79633285132366,26.16962973350546
98,51.76232242870231,27.62586435012353
99,51.72800165982684,29.08210494194538
100,51.69333615084145,30.538352164786048
101,51.65835184287471,31.99460587290883
102,51.62323986957873,33.45086417173697
103,51.58821985612607,34.90712472948359
104,51.55351135482091,36.36338536009856
105,51.51933406370414,37.81964365892669
106,51.48590746221164,39.27589751278615
107,51.453451248384255,40.732144517021794
108,51.422184901657886,42.188382485583446
109,51.39232804720504,43.64460908668429
110,51.36410031019827,45.100822061405815
111,51.33772117007343,46.55701915082951
112,51.31341039773976,48.013198096036895
113,51.29084292753875,49.46934293886183
114,51.25838343463614,50.92515368035428
115,51.19372101825113,52.38006187460483
116,51.07413875522022,53.8334138197479
117,50.87764716700417,55.27962444910317
118,50.58342121111461,56.70521603476328
119,50.17079892440484,58.09601896394575
120,49.628802983138165,59.44072931702031
121,48.9668559193106,60.73407966039459
122,48.19696250023312,61.97156680361149
123,47.331127638953326,63.14868755621382
124,46.38135610278216,64.26093850913952
125,45.35965287763561,65.30381654479976
126,44.27617901612141,66.2726623158878
127,43.13168681096722,67.16202046136601
128,41.92393512355106,67.96618225698352
129,40.65150659181887,68.67852469944498
130,39.32098042519444,69.28356865905496
131,37.94342481423273,69.76086312650715
132,36.52992645804665,70.09208295340538
133,35.09113579300596,70.28935845920806
134,33.637382634790555,70.38719732007918
135,32.178861919785575,70.42038017697905
136,30.72127741719494,70.41508235728949
137,29.264753148930925,70.38678809148958
138,27.80906373322225,70.35023944602978
139,26.35390734941042,70.31509081995948
140,24.89885815492468,70.28273873498794
141,23.443478939733417,70.25382428675825
142,21.98733249380505,70.22898849804493
143,20.52998175284463,70.20887246449108
144,19.07098943395224,70.19411713600302
145,17.611164229949658,70.17704459434749
146,16.156086471075184,70.11811072240145
147,14.71247920885305,69.97014223372736
148,13.28725794008973,69.69384050463486
149,11.88833755085558,69.29076768656694
150,10.523955879697654,68.77569776230631
151,9.202143163266308,68.16220683201746
152,7.929455511722048,67.45533315836794
153,6.711812311682678,66.65642568004185
154,5.555937561960834,65.76672898826249
155,4.4800668557644485,64.78620949072574
156,3.5027558969129413,63.716682264877846
157,2.611529407233009,62.57058404154091
158,1.8002974881945313,61.35928191719483
159,1.0766286826544993,60.090573532753154
160,0.4486537855705452,58.772109845163854
161,-0.0754964809680202,57.411541592769865
162,-0.4876913220035724,56.0165196596508
163,-0.779857581434294,54.59469412833456
164,-0.9546775428040608,53.15356198496965
165,-1.0381597378675642,51.70028837329057
166,-1.0593676306069908,50.241995080370366
167,-1.0444658367583255,48.78445852514653
168,-1.0083458757344943,47.32822317984506
169,-0.9631586887336848,45.87256159984173
170,-0.9194600561537856,44.41684172516751
171,-0.8793988653001126,42.96093392304804
172,-0.8423643337585108,41.504873243154194
173,-0.8077441488797426,40.04869495376187
174,-0.7749258522778701,38.5924343231469
175,-0.7432971313036343,37.13612647384852
176,-0.7122676066777017,35.67980550824921
177,-0.6815673012055625,34.223485927148296
178,-0.651168597786893,32.76716802201921
179,-0.6210496359201096,31.31085157425688
180,-0.5911887008403001,29.854536292387973
181,-0.5615641506509162,28.398222030675797
182,-0.5321541977187031,26.941908497647013
183,-0.5029372001471051,25.48559562043328
184,-0.473891297434539,24.02928318042957
185,-0.4449947748160994,22.57297088616254
186,-0.4162259903952239,21.116658519027173
187,-0.3875632294070146,19.66034600615513
188,-0.3589847042182307,18.20403298320471
189,-0.3304686271956168,16.747719377307586
190,-0.3019933564426251,15.291404896990397
191,-0.2735371771943432,13.835089396516468
192,-0.2450783746858801,12.378772584412443
193,-0.216595088415638,10.922454387809992
194,-0.1880657493554043,9.466134442367409
195,-0.1594684970035956,8.009812675216358
196,-0.1307816894636495,6.553488794883497
197,-0.1019836119706606,5.097162582763795
198,-0.0730524768913882,3.640833893120577
199,-0.0439665694609271,2.1845025802171785
200,-0.0147041749143794,0.7281682797118915
